force,stroke
4938.332,0.4364583
4939,0.436625
4939.747,0.4367917
4940.542,0.4369583
4940.995,0.437125
4941.296,0.4372917
4941.98,0.4374583
4943.069,0.437625
4943.705,0.4377917
4944.428,0.4379583
4944.953,0.438125
4945.708,0.4382917
4946.486,0.4384583
4947.535,0.438625
4948.179,0.4387917
4948.64,0.4389583
4949.458,0.439125
4950.007,0.4392917
4951.096,0.4394479
4951.461,0.4396146
4952.168,0.4397812
4952.765,0.4399479
4953.472,0.4401146
4954.401,0.4402812
4955.045,0.4404479
4955.451,0.4406146
4955.959,0.4407812
4956.937,0.4409479
4957.819,0.4411146
4958.407,0.4412813
4959.17,0.4414479
4959.941,0.4416146
4960.498,0.4417813
4961.411,0.4419479
4961.967,0.4421146
4962.413,0.4422812
4962.858,0.4424479
4963.573,0.4426146
4964.384,0.4427812
4965.424,0.4429479
4966.227,0.4431146
4966.656,0.4432812
4967.102,0.4434479
4968.103,0.4436146
4969.017,0.4437813
4969.541,0.4439479
4970.058,0.4441146
4970.399,0.4442813
4971.472,0.4444479
4972.18,0.4446146
4972.45,0.4447812
4973.117,0.4449479
4973.968,0.4451146
4975.072,0.4452812
4975.358,0.4454479
4975.716,0.4456146
4976.448,0.4457812
4977.17,0.4459479
4977.854,0.4461146
4978.848,0.4462813
4979.404,0.4464479
4980.111,0.4466146
4981.208,0.4467812
4981.494,0.4469479
4982.106,0.4471146
4982.845,0.4472812
4983.592,0.4474479
4984.435,0.4476146
4984.975,0.4477812
4985.539,0.4479479
4985.753,0.4481146
4986.429,0.4482813
4987.216,0.4484479
4987.725,0.4486146
4988.869,0.4487813
4989.544,0.4489479
4990.085,0.4491146
4990.602,0.4492812
4991.237,0.4494479
4991.96,0.4496146
4992.731,0.4497812
4993.542,0.4499479
4993.717,0.4501146
4994.393,0.4502812
4995.195,0.4504479
4995.751,0.4506042
4996.332,0.4507708
4997.182,0.4509375
4997.754,0.4511042
4998.612,0.4512708
4999.367,0.4514375
4999.956,0.4516146
5000.6,0.4517812
5001.37,0.4519479
5001.64,0.4521146
5002.379,0.4522812
5002.833,0.4524479
5003.444,0.4526146
5004.374,0.4527813
5005.24,0.4529479
5005.749,0.4531146
5006.409,0.4532813
5007.728,0.4534479
5007.998,0.4536146
5008.435,0.4537812
5009.302,0.4539479
5009.857,0.4541146
5010.041,0.4542812
5010.581,0.4544479
5011.217,0.4546146
5012.441,0.4547812
5012.807,0.4549479
5013.14,0.4551146
5013.76,0.4552813
5014.586,0.4554479
5015.381,0.4556146
5015.651,0.4557813
5016.764,0.4559479
5017.75,0.4561146
5018.274,0.4562812
5018.607,0.4564479
5019.132,0.456625
5019.784,0.4567917
5020.253,0.4569583
5021.047,0.457125
5021.604,0.4572917
5022.303,0.4574583
5022.82,0.457625
5023.805,0.4577917
5024.401,0.4579583
5024.489,0.458125
5024.902,0.4582916
5025.768,0.4584583
5026.213,0.458625
5027.238,0.4587917
5028.208,0.4589583
5028.597,0.459125
5029.059,0.4592917
5029.797,0.4594583
5030.489,0.459625
5030.695,0.4597917
5031.109,0.4599479
5032.015,0.460125
5032.38,0.4602917
5033.509,0.4604479
5034.161,0.4606146
5034.813,0.4607812
5035.075,0.4609479
5035.639,0.4611146
5035.933,0.4612812
5036.553,0.4614479
5037.761,0.4616146
5038.547,0.4617812
5039.072,0.4619479
5039.883,0.4621146
5040.447,0.4622813
5040.566,0.4624479
5041.575,0.4626146
5041.965,0.4627813
5042.442,0.4629479
5043.117,0.4631146
5043.706,0.4632812
5044.325,0.4634479
5045.334,0.4636146
5045.954,0.4637812
5046.368,0.4639479
5046.471,0.4641146
5047.258,0.4642812
5048.259,0.4644479
5048.839,0.4646146
5049.3,0.4647813
5049.84,0.4649479
5050.453,0.4651146
5050.961,0.4652812
5051.724,0.4654479
5051.652,0.4656042
5051.986,0.4657812
5053.123,0.4659479
5053.87,0.4661146
5054.561,0.4662812
5054.879,0.4664479
5055.531,0.4666146
5056.286,0.4667813
5056.834,0.4669479
5057.327,0.4671146
5058.328,0.4672813
5059.242,0.4674479
5059.489,0.4676146
5060.172,0.4677812
5060.673,0.4679479
5061.269,0.4681146
5062.032,0.4682812
5062.58,0.4684479
5062.914,0.4686146
5063.478,0.4687812
5064.551,0.4689479
5064.606,0.4691146
5065.147,0.4692813
5065.552,0.4694479
5066.355,0.4696146
5067.269,0.4697812
5068.032,0.4699479
5068.263,0.4701146
5068.453,0.4702812
5069.28,0.4704479
5069.502,0.4706146
5070.209,0.4707708
5071.052,0.4709375
5071.354,0.4711042
5071.704,0.4712708
5072.212,0.4714375
5072.936,0.4716042
5073.897,0.4717708
5074.509,0.4719375
5074.739,0.4721042
5075.574,0.4722708
5076.543,0.4724375
5076.615,0.4726146
5077.211,0.4727708
5078.125,0.4729479
5078.188,0.4731146
5078.825,0.4732812
5079.341,0.4734479
5080.231,0.4736146
5080.708,0.4737813
5081.216,0.4739479
5082.011,0.4741146
5082.591,0.4742813
5083.06,0.4744479
5083.768,0.4746146
5084.761,0.4747812
5084.706,0.4749479
5084.785,0.4751146
5085.882,0.4752812
5086.589,0.4754479
5087.256,0.4756146
5087.996,0.4757812
5088.409,0.4759479
5089.029,0.4761146
5089.632,0.4762813
5090.07,0.4764479
5090.618,0.4766146
5090.698,0.4767812
5091.532,0.4769583
5092.2,0.477125
5092.701,0.4772917
5093.074,0.4774583
5093.662,0.477625
5094.465,0.4777917
5095.259,0.4779583
5095.402,0.478125
5096.173,0.4782917
5097.207,0.4784583
5097.874,0.478625
5098.16,0.4787917
5098.605,0.4789583
5099.114,0.479125
5099.678,0.4792916
5100.051,0.4794583
5100.337,0.479625
5101.132,0.4797917
5101.943,0.4799583
5102.245,0.480125
5102.786,0.4802917
5103.525,0.4804583
5103.851,0.480625
5104.582,0.4807917
5105.296,0.4809583
5105.583,0.481125
5105.98,0.4812813
5106.6,0.4814479
5107.466,0.4816146
5108.086,0.4817812
5107.951,0.4819479
5108.15,0.4821146
5109.35,0.4822812
5109.834,0.4824479
5110.296,0.4826146
5111.066,0.4827812
5111.56,0.4829479
5112.028,0.4831146
5112.6,0.4832813
5112.926,0.4834479
5113.411,0.4836146
5113.927,0.4837812
5114.523,0.4839479
5115.12,0.4841146
5115.493,0.4842812
5115.922,0.4844479
5116.423,0.4846146
5117.36,0.4847812
5117.734,0.4849479
5118.545,0.4851146
5118.68,0.4852813
5119.196,0.4854479
5119.792,0.4856146
5120.174,0.4857813
5120.738,0.4859479
5121.891,0.4861146
5122.232,0.4862812
5122.304,0.4864479
5122.813,0.4866146
5123.377,0.4867812
5123.925,0.4869479
5124.537,0.4871146
5125.419,0.4872812
5125.92,0.4874479
5126.508,0.4876146
5127.096,0.4877813
5127.541,0.4879479
5127.629,0.4881146
5128.399,0.4882813
5128.917,0.4884479
5129.345,0.4886146
5129.838,0.4887812
5130.545,0.4889479
5130.951,0.4891146
5131.65,0.4892812
5132.095,0.4894479
5132.874,0.4896146
5133.375,0.4897812
5133.756,0.4899479
5134.551,0.4901146
5135.02,0.4902813
5135.473,0.4904479
5135.91,0.4906146
5136.641,0.4907812
5137.436,0.4909479
5137.666,0.4911146
5137.786,0.4912812
5138.072,0.4914479
5138.477,0.4916041
5139.248,0.4917708
5139.764,0.4919375
5139.995,0.4921042
5140.71,0.4922708
5141.147,0.4924375
5141.751,0.4926042
5142.609,0.4927708
5143.158,0.4929375
5143.873,0.4931042
5144.175,0.4932708
5144.334,0.4934375
5144.89,0.4936146
5146.202,0.4937812
5146.702,0.4939479
5146.964,0.4941146
5147.648,0.4942812
5147.838,0.4944479
5148.419,0.4946146
5149.031,0.4947813
5149.015,0.4949479
5149.595,0.4951146
5150.159,0.4952812
5151.097,0.4954479
5151.622,0.4956146
5151.717,0.4957812
5152.384,0.4959479
5152.766,0.4961146
5153.593,0.4962812
5154.236,0.4964479
5154.252,0.4966146
5154.967,0.4967812
5155.428,0.4969479
5156.064,0.4971146
5156.541,0.4972813
5157.026,0.4974479
5157.304,0.4976146
5157.813,0.4977812
5158.345,0.4979583
5158.567,0.498125
5159.164,0.4982917
5159.926,0.4984583
5160.864,0.498625
5160.96,0.4987917
5161.309,0.4989583
5161.985,0.499125
5162.414,0.4992917
5163.097,0.4994583
5163.956,0.499625
5164.099,0.4997917
5164.655,0.4999583
5164.941,0.500125
5165.061,0.5002916
5165.633,0.5004583
5166.555,0.500625
5167.087,0.5007917
5167.691,0.5009583
5168.414,0.501125
5168.795,0.5012916
5169.05,0.5014583
5169.233,0.501625
5169.869,0.5017917
5170.417,0.5019479
5170.87,0.5021146
5171.641,0.5022812
5171.895,0.5024479
5172.419,0.5026146
5172.721,0.5027813
5173.207,0.5029479
5173.882,0.5031146
5174.025,0.5032812
5174.685,0.5034479
5175.153,0.5036146
5175.63,0.5037813
5175.845,0.5039479
5176.703,0.5041146
5177.402,0.5042812
5178.094,0.5044479
5178.118,0.5046146
5178.674,0.5047812
5179.238,0.5049479
5179.588,0.5051146
5180.375,0.5052813
5180.685,0.5054479
5180.987,0.5056146
5181.551,0.5057812
5182.21,0.5059479
5182.568,0.5061146
5183.053,0.5062813
5183.49,0.5064479
5184.07,0.5066146
5184.333,0.5067812
5184.714,0.5069479
5185.286,0.5071146
5186.001,0.5072812
5186.319,0.5074479
5186.971,0.5076146
5187.345,0.5077813
5187.861,0.5079479
5188.402,0.5081146
5188.489,0.5082812
5189.125,0.5084479
5189.458,0.5086146
5190.102,0.5087813
5190.293,0.5089479
5190.96,0.5091146
5191.549,0.5092812
5192.28,0.5094479
5192.765,0.5096146
5192.947,0.5097812
5193.607,0.5099479
5194.187,0.5101146
5194.799,0.5102813
5195.332,0.5104479
5195.848,0.5106146
5196.683,0.5107812
5196.468,0.5109479
5196.714,0.5111146
5197.334,0.5112813
5197.978,0.5114479
5198.169,0.5116146
5198.757,0.5117812
5199.29,0.5119479
5199.615,0.5121146
5200.418,0.5122812
5200.744,0.5124479
5200.958,0.5126145
5201.745,0.5127708
5202.476,0.5129375
5202.437,0.5131041
5203.239,0.5132709
5203.644,0.5134375
5203.97,0.5136042
5204.153,0.5137708
5204.876,0.5139375
5205.187,0.5141042
5205.592,0.5142708
5206.481,0.5144375
5207.229,0.5146146
5207.499,0.5147812
5207.944,0.5149479
5208.016,0.5151146
5208.477,0.5152813
5209.041,0.5154479
5209.342,0.5156146
5209.962,0.5157812
5210.479,0.5159479
5211.194,0.5161146
5211.306,0.5162812
5211.846,0.5164479
5212.665,0.5166146
5212.871,0.5167813
5212.999,0.5169479
5213.729,0.5171146
5214.397,0.5172812
5214.691,0.5174479
5215.287,0.5176146
5215.764,0.5177813
5216.011,0.5179479
5216.63,0.5181146
5216.733,0.5182812
5217.227,0.5184479
5217.592,0.5186146
5218.259,0.5187917
5218.76,0.5189583
5219.245,0.519125
5219.88,0.5192916
5220.278,0.5194584
5220.453,0.519625
5220.858,0.5197917
5221.613,0.5199583
5222.257,0.520125
5222.487,0.5202917
5222.678,0.5204583
5223.25,0.520625
5223.441,0.5207916
5224.077,0.5209583
5224.697,0.521125
5225.094,0.5212917
5225.833,0.5214583
5226.215,0.521625
5226.485,0.5217916
5226.564,0.5219584
5226.858,0.522125
5227.479,0.5222917
5228.329,0.5224583
5228.734,0.522625
5229.258,0.5227917
5229.473,0.5229583
5229.887,0.5231146
5230.141,0.5232812
5230.602,0.5234479
5231.198,0.5236146
5231.762,0.5237812
5232.302,0.5239479
5232.684,0.5241145
5233.423,0.5242813
5233.622,0.5244479
5233.351,0.5246146
5233.789,0.5247812
5234.909,0.5249479
5235.004,0.5251146
5235.561,0.5252813
5236.125,0.5254479
5236.578,0.5256146
5237.166,0.5257813
5237.213,0.5259479
5237.897,0.5261146
5238.676,0.5262812
5238.78,0.5264479
5239.431,0.5266146
5239.829,0.5267813
5240.17,0.5269479
5240.496,0.5271146
5240.774,0.5272812
5241.474,0.5274479
5242.332,0.5276146
5242.721,0.5277812
5242.959,0.5279479
5243.333,0.5281146
5243.532,0.5282813
5244.017,0.5284479
5244.613,0.5286146
5245.153,0.5287812
5245.415,0.5289479
5245.709,0.5291146
5246.027,0.5292813
5246.607,0.5294479
5246.949,0.5296146
5247.792,0.5297812
5248.436,0.5299479
5248.412,0.5301146
5248.642,0.5302812
5249.135,0.5304479
5249.874,0.5306146
5250.375,0.5307813
5250.724,0.5309479
5251.375,0.5311146
5251.551,0.5312812
5251.797,0.5314479
5252.187,0.5316146
5252.862,0.5317813
5253.466,0.5319479
5253.951,0.5321146
5254.205,0.5322812
5253.982,0.5324479
5254.499,0.5326146
5255.684,0.5327812
5256.239,0.5329479
5256.382,0.5331042
5256.812,0.5332708
5257.162,0.5334375
5257.336,0.5336041
5257.662,0.5337708
5257.996,0.5339375
5258.751,0.5341042
5259.562,0.5342708
5259.887,0.5344375
5260.428,0.5346041
5260.976,0.5347708
5261.087,0.5349375
5261.302,0.5351042
5261.834,0.5352812
5261.818,0.5354479
5262.494,0.5356146
5262.891,0.5357813
5263.591,0.5359479
5264.068,0.5361146
5264.815,0.5362812
5265.172,0.5364479
5265.411,0.5366146
5265.641,0.5367813
5265.943,0.5369479
5266.698,0.5371146
5266.682,0.5372812
5267.302,0.5374479
5268.073,0.5376146
5267.906,0.5377812
5268.359,0.5379479
5269.305,0.5381146
5269.4,0.5382813
5269.448,0.5384479
5270.06,0.5386146
5270.553,0.5387812
5271.141,0.5389479
5271.3,0.5391146
5271.689,0.5392812
5272.396,0.5394479
5272.73,0.539625
5273.303,0.5397916
5273.557,0.5399583
5273.898,0.540125
5274.224,0.5402917
5274.892,0.5404583
5275.75,0.540625
5275.782,0.5407917
5276.331,0.5409583
5276.688,0.541125
5276.696,0.5412917
5277.642,0.5414583
5278.198,0.541625
5278.206,0.5417917
5278.794,0.5419583
5278.977,0.542125
5279.604,0.5422916
5280.137,0.5424584
5280.614,0.542625
5280.853,0.5427917
5281.321,0.5429583
5281.504,0.543125
5282.243,0.5432917
5282.704,0.5434583
5282.903,0.543625
5283.03,0.5437917
5283.499,0.5439583
5283.991,0.5441146
5284.5,0.5442812
5284.587,0.5444479
5285.279,0.5446146
5285.653,0.5447813
5285.835,0.5449479
5286.32,0.5451146
5286.908,0.5452812
5287.242,0.5454479
5287.472,0.5456146
5287.806,0.5457813
5288.784,0.5459479
5288.855,0.546125
5288.895,0.5462916
5289.356,0.5464583
5289.88,0.546625
5290.222,0.5467917
5290.779,0.5469479
5291.081,0.5471146
5291.295,0.5472813
5292.162,0.5474479
5292.551,0.5476146
5293.146,0.5477812
5293.497,0.5479479
5294.005,0.5481146
5294.053,0.5482813
5294.688,0.5484479
5295.197,0.5486146
5295.412,0.5487812
5295.626,0.5489479
5295.881,0.5491146
5296.644,0.5492812
5297.312,0.5494479
5297.82,0.5496145
5298.217,0.5497813
5298.368,0.5499479
5298.305,0.5501146
5298.885,0.5502812
5299.505,0.5504479
5299.815,0.5506146
5300.108,0.5507813
5300.848,0.5509479
5301.07,0.5511146
5301.746,0.5512813
5301.817,0.5514479
5302.334,0.5516146
5302.588,0.5517812
5303.152,0.5519479
5303.764,0.5521146
5304.226,0.5522813
5304.718,0.5524479
5305.187,0.5526146
5305.354,0.5527812
5305.664,0.5529479
5306.085,0.5531146
5305.886,0.5532812
5306.49,0.5534479
5307.07,0.5536146
5307.285,0.5537813
5307.889,0.5539479
5308.183,0.5541146
5308.453,0.5542708
5309.145,0.5544375
5309.733,0.5546042
5309.916,0.5547708
5310.193,0.5549375
5310.217,0.5551041
5310.854,0.5552709
5311.171,0.5554375
5311.267,0.5556042
5311.99,0.5557708
5312.657,0.5559479
5313.15,0.5561146
5313.492,0.5562813
5313.953,0.5564479
5314.056,0.5566146
5314.223,0.5567812
5315.176,0.5569479
5315.526,0.5571146
5315.693,0.5572813
5316.29,0.5574479
5316.615,0.5576146
5316.869,0.5577812
5317.148,0.5579479
5317.386,0.5581146
5317.72,0.5582812
5318.069,0.5584479
5318.3,0.5586146
5318.817,0.5587813
5319.627,0.5589479
5320.509,0.5591146
5320.334,0.5592812
5320.501,0.5594479
5321.264,0.5596146
5321.852,0.5597813
5322.218,0.5599479
5322.957,0.5601146
5323.418,0.5602916
5323.45,0.5604583
5323.362,0.560625
5323.648,0.5607917
5324.149,0.5609583
5324.666,0.561125
5325.103,0.5612916
5325.747,0.5614583
5326.438,0.561625
5326.295,0.5617917
5326.398,0.5619583
5327.09,0.562125
5327.559,0.5622917
5327.924,0.5624583
5328.354,0.5626354
5328.521,0.5627916
5329.228,0.5629583
5329.505,0.563125
5329.593,0.5632917
5329.966,0.5634583
5330.515,0.563625
5330.634,0.5637916
5330.729,0.5639583
5331.373,0.564125
5332.025,0.5642917
5332.152,0.5644583
5332.152,0.564625
5332.533,0.5647812
5332.716,0.5649479
5333.638,0.5651146
5334.099,0.5652813
5334.767,0.5654479
5335.084,0.5656146
5335.188,0.5657812
5335.498,0.5659479
5335.808,0.5661146
5336.078,0.5662813
5336.515,0.5664479
5337.135,0.5666146
5337.588,0.5667812
5338.351,0.5669479
5338.526,0.5671146
5339.011,0.5672917
5339.265,0.5674583
5339.821,0.567625
5339.964,0.5677916
5340.195,0.5679584
5341.053,0.5681146
5341.029,0.5682812
5341.133,0.5684479
5341.712,0.5686146
5341.879,0.5687813
5341.999,0.5689479
5342.626,0.5691146
5343.223,0.5692812
5342.802,0.5694479
5343.572,0.5696146
5344.319,0.5697812
5344.415,0.5699479
5344.883,0.5701146
5345.575,0.5702813
5345.758,0.5704479
5346.242,0.5706146
5346.743,0.5707812
5347.109,0.5709479
5347.442,0.5711146
5347.896,0.5712813
5348.039,0.5714479
5348.563,0.5716146
5348.857,0.5717812
5349.43,0.5719479
5349.898,0.5721146
5350.479,0.5722812
5350.518,0.5724479
5350.582,0.5726146
5350.9,0.5727813
5351.273,0.5729479
5352.155,0.5731146
5352.076,0.5732812
5352.426,0.5734479
5352.823,0.5736146
5353.141,0.5737813
5353.776,0.5739479
5353.88,0.5741146
5353.816,0.5742812
5354.198,0.5744479
5355.223,0.5746146
5355.628,0.5747708
5355.557,0.5749375
5356.073,0.5751042
5356.932,0.5752708
5357.242,0.5754375
5357.448,0.5756041
5358.076,0.5757709
5358.275,0.5759375
5358.537,0.5761042
5358.735,0.5762708
5358.728,0.5764375
5359.34,0.5766146
5359.983,0.5767813
5360.135,0.5769479
5360.547,0.5771146
5361.08,0.5772812
5361.208,0.5774479
5361.613,0.5776146
5361.915,0.5777813
5362.264,0.5779479
5362.296,0.5781146
5362.813,0.5782812
5363.33,0.5784479
5363.473,0.5786146
5363.854,0.5787812
5364.569,0.5789479
5365.316,0.5791146
5365.586,0.5792813
5365.84,0.5794479
5366.317,0.5796146
5366.913,0.5797812
5366.977,0.5799479
5367.017,0.5801146
5367.47,0.5802813
5367.637,0.5804479
5368.487,0.5806146
5368.63,0.5807812
5368.408,0.5809479
5368.964,0.5811146
5369.497,0.5812917
5369.822,0.5814583
5370.092,0.5816146
5370.53,0.5817916
5371.165,0.5819584
5371.499,0.582125
5371.491,0.5822917
5371.65,0.5824583
5372.461,0.582625
5372.938,0.5827917
5373.271,0.5829583
5373.549,0.583125
5374.05,0.5832916
5374.805,0.5834583
5375.043,0.583625
5375.282,0.5837917
5375.48,0.5839583
5375.544,0.584125
5375.926,0.5842916
5376.204,0.5844584
5376.339,0.584625
5376.951,0.5847917
5377.372,0.5849583
5377.928,0.585125
5378.366,0.5852917
5378.477,0.5854479
5379.208,0.5856146
5379.566,0.5857812
5379.613,0.5859479
5379.804,0.5861146
5379.756,0.5862812
5380.336,0.5864479
5380.742,0.5866145
5381.346,0.5867813
5381.274,0.5869479
5381.791,0.5871146
5382.22,0.5872812
5382.657,0.5874479
5382.863,0.5876146
5383.158,0.5877813
5383.643,0.5879479
5384.215,0.5881146
5384.549,0.5882812
5384.731,0.5884583
5385.335,0.588625
5385.884,0.5887812
5385.947,0.5889479
5386.13,0.5891146
5386.487,0.5892813
5386.79,0.5894479
5386.837,0.5896146
5387.092,0.5897812
5387.601,0.5899479
5387.998,0.5901146
5388.475,0.5902812
5389.023,0.5904375
5389.198,0.5906146
5389.881,0.5907813
5390.294,0.5909479
5390.453,0.5911146
5390.906,0.5912812
5390.835,0.5914375
5391.518,0.5916146
5391.987,0.5917813
5392.464,0.5919479
5392.734,0.5921146
5393.044,0.5922812
5393.711,0.5924479
5393.839,0.5926146
5394.229,0.5927812
5394.157,0.5929479
5394.689,0.5931146
5394.618,0.5932813
5394.968,0.5934479
5395.667,0.5936146
5396.294,0.5937812
5396.477,0.5939479
5396.803,0.5941146
5397.225,0.5942813
5397.701,0.5944479
5398.321,0.5946146
5398.186,0.5947812
5398.226,0.5949479
5398.623,0.5951146
5399.147,0.5952812
5399.132,0.5954479
5399.593,0.5956146
5399.823,0.5957813
5400.014,0.5959479
5400.625,0.5961146
5401.341,0.5962812
5401.62,0.5964479
5401.54,0.5966042
5401.818,0.5967708
5402.366,0.5969375
5402.454,0.5971041
5402.637,0.5972708
5403.304,0.5974479
5403.614,0.5976146
5403.948,0.5977812
5404.306,0.5979479
5404.592,0.5981146
5404.877,0.5982813
5405.283,0.5984479
5405.688,0.5986146
5406.006,0.5987812
5406.483,0.5989479
5406.992,0.5991146
5407.492,0.5992813
5407.747,0.5994479
5408.104,0.5996146
5408.541,0.5997812
5408.994,0.5999479
5409.232,0.6001146
5409.423,0.6002812
5409.837,0.6004479
5410.194,0.6006145
5410.528,0.6007813
5410.449,0.6009479
5410.91,0.6011146
5411.211,0.6012812
5411.601,0.6014479
5412.015,0.6016146
5412.134,0.6017917
5412.817,0.6019583
5413.056,0.602125
5413.31,0.6022916
5413.636,0.6024583
5414.057,0.602625
5414.462,0.6027917
5414.708,0.6029583
5414.668,0.603125
5415.114,0.6032916
5415.71,0.6034583
5416.33,0.603625
5416.187,0.6038021
5416.814,0.6039583
5417.093,0.6041354
5417.403,0.604302
5418.039,0.6044688
5418.245,0.6046354
5418.563,0.6048021
5419.135,0.6049687
5419.239,0.605125
5419.437,0.6052917
5419.453,0.6054583
5420.192,0.605625
5420.422,0.6057917
5420.47,0.6059583
5420.542,0.606125
5421.233,0.6062812
5421.296,0.6064479
5421.527,0.6066146
5421.885,0.6067812
5422.386,0.6069479
5422.958,0.6071146
5423.435,0.6072813
5423.784,0.6074479
5424.079,0.6076146
5424.722,0.6077812
5424.706,0.6079479
5424.714,0.6081146
5424.889,0.6082813
5425.748,0.6084479
5426.001,0.6086146
5425.874,0.6087812
5426.55,0.6089583
5427.202,0.6091146
5427.408,0.6092812
5427.679,0.6094479
5427.782,0.6096146
5428.139,0.6097813
5428.6,0.6099479
5428.68,0.6101146
5429.101,0.6102812
5429.777,0.6104479
5429.927,0.6106146
5430.301,0.6107813
5430.46,0.6109479
5430.611,0.6111146
5430.73,0.6112812
5431.239,0.6114479
5432.137,0.6116146
5431.891,0.6117812
5432.089,0.6119479
5432.932,0.6121145
5433.059,0.6122813
5433.051,0.6124479
5433.472,0.6126146
5433.901,0.6127812
5434.044,0.6129479
5434.362,0.6131146
5434.767,0.6132813
5435.618,0.6134479
5436.214,0.6136146
5436.055,0.6137812
5436.063,0.6139479
5436.444,0.6141146
5436.905,0.6142812
5436.993,0.6144479
5437.144,0.6146146
5437.779,0.6147813
5438.256,0.6149479
5438.375,0.6151146
5438.677,0.6152812
5439.13,0.6154479
5439.552,0.6156146
5439.79,0.6157812
5440.092,0.6159479
5440.331,0.6161146
5440.608,0.6162813
5441.093,0.6164479
5441.252,0.6166041
5441.658,0.6167708
5441.745,0.6169375
5442.31,0.6171042
5442.707,0.6172708
5442.619,0.6174375
5443.041,0.6176041
5443.462,0.6177709
5444.241,0.6179375
5444.781,0.6181042
5444.638,0.6182708
5445.043,0.6184375
5445.019,0.6186146
5445.424,0.6187813
5445.798,0.6189479
5446.068,0.6191146
5446.323,0.6192812
5447.125,0.6194479
5447.133,0.6196146
5447.396,0.6197813
5447.586,0.6199479
5448.286,0.6201146
5448.802,0.6202812
5448.771,0.6204479
5449.033,0.6206146
5449.716,0.6207812
5450.066,0.6209479
5450.145,0.6211146
5450.32,0.6212813
5450.765,0.6214479
5451.179,0.6216146
5451.131,0.6217812
5451.322,0.6219479
5452.124,0.6221146
5452.458,0.6222813
5452.681,0.6224479
5452.688,0.6226146
5453.11,0.6227812
5453.42,0.6229479
5453.825,0.623125
5454.016,0.6232917
5454.469,0.6234583
5455.216,0.623625
5455.502,0.6237916
5455.693,0.6239583
5456.129,0.624125
5456.439,0.6242917
5456.567,0.6244583
5456.94,0.624625
5457.131,0.6247917
5457.417,0.6249583
5457.846,0.625125
5458.244,0.6252916
5458.824,0.6254583
5458.872,0.625625
5459.245,0.6257917
5459.69,0.6259583
5459.626,0.626125
5459.825,0.6262916
5459.714,0.6264583
5460.127,0.626625
5460.557,0.6267917
5461.097,0.6269583
5461.415,0.6271146
5461.518,0.6272812
5461.732,0.6274479
5462.233,0.6276146
5462.599,0.6277813
5463.147,0.6279479
5463.29,0.6281146
5463.592,0.6282812
5463.711,0.6284479
5464.363,0.6286146
5464.712,0.6287813
5464.855,0.6289479
5464.912,0.6291146
5465.158,0.6292812
5465.516,0.6294479
5466.231,0.6296146
5467.018,0.6297812
5466.819,0.6299479
5467.113,0.6301146
5467.455,0.6302813
5467.638,0.6304479
5468.09,0.6306146
5467.979,0.6307812
5468.393,0.6309479
5469.084,0.6311146
5469.036,0.6312813
5469.402,0.6314479
5469.561,0.6316146
5469.736,0.6317812
5470.165,0.6319479
5470.546,0.6321042
5470.792,0.6322812
5471.063,0.6324479
5471.913,0.6326146
5472.541,0.6327813
5472.74,0.6329479
5472.835,0.6331146
5472.851,0.6332812
5472.931,0.6334479
5473.161,0.6336146
5473.622,0.6337813
5474.329,0.6339479
5474.488,0.6341146
5474.782,0.6342812
5475.068,0.6344479
5475.021,0.6346146
5475.513,0.6347812
5475.998,0.6349479
5476.745,0.6351146
5476.785,0.6352813
5477.198,0.6354479
5477.357,0.6356146
5477.738,0.6357812
5478.017,0.6359479
5478.088,0.6361146
5478.167,0.6362813
5478.422,0.6364479
5478.557,0.6366146
5479.082,0.6367812
5479.669,0.6369479
5479.757,0.6371146
5480.003,0.6372812
5480.655,0.6374479
5480.655,0.6376145
5480.647,0.6377813
5481.108,0.6379479
5481.243,0.6381146
5481.815,0.6382709
5482.459,0.6384375
5482.483,0.6386042
5482.634,0.6387708
5483.126,0.6389375
5483.111,0.6391146
5483.365,0.6392813
5483.794,0.6394479
5484.176,0.6396146
5484.255,0.6397812
5484.78,0.6399479
5485.114,0.6401146
5485.669,0.6402813
5486.337,0.6404479
5486.75,0.6406146
5486.664,0.6407812
5486.655,0.6409479
5486.917,0.6411146
5487.219,0.6412812
5487.648,0.6414479
5488.348,0.6416146
5488.888,0.6417813
5488.714,0.6419479
5488.626,0.6421146
5489.293,0.6422812
5489.723,0.6424479
5489.397,0.6426146
5489.874,0.6427813
5490.001,0.6429479
5490.295,0.6431146
5491.058,0.6432812
5491.257,0.6434479
5491.344,0.6436146
5491.694,0.6437812
5492.195,0.6439583
5492.814,0.644125
5492.814,0.6442916
5493.251,0.6444584
5493.482,0.644625
5493.76,0.6447917
5494.173,0.6449583
5493.999,0.645125
5494.34,0.6452917
5494.571,0.6454583
5495.04,0.645625
5495.564,0.6457916
5495.667,0.6459583
5496.041,0.646125
5496.502,0.6462917
5496.486,0.6464583
5496.351,0.646625
5496.677,0.6467916
5497.424,0.6469584
5497.988,0.647125
5498.21,0.6472917
5498.704,0.6474583
5498.83,0.6476146
5498.616,0.6477813
5498.767,0.6479479
5499.578,0.6481146
5500.102,0.6482812
5500.436,0.6484479
5500.436,0.6486146
5500.746,0.6487812
5501.207,0.6489479
5501.143,0.6491145
5501.39,0.6492813
5501.31,0.6494479
5501.39,0.6496146
