Sample,,,
Time,Force,Stroke,Gauge
sec,N,mm,mm
67.01,6051.747,1.116281,0.5276508
67.02,6051.715,1.116448,0.5276508
67.03,6051.914,1.116604,0.5278015
67.04,6051.954,1.116771,0.5278015
67.05,6052.017,1.116938,0.5279198
67.06,6052.335,1.117104,0.5280228
67.07,6052.565,1.117271,0.5280228
67.08,6052.701,1.117437,0.5280228
67.09,6052.653,1.117604,0.5281067
67.1,6052.661,1.117771,0.5281067
67.11,6052.558,1.117937,0.5281734
67.12,6053.17,1.118104,0.5281734
67.13,6053.368,1.118271,0.5282803
67.14,6053.591,1.118438,0.5284557
67.15,6053.591,1.118615,0.5284557
67.16,6053.893,1.118781,0.5284557
67.17,6054.139,1.118948,0.5284557
67.18,6054.02,1.119115,0.5286922
67.19,6054.115,1.119281,0.5289383
67.2,6054.06,1.119448,0.5289383
67.21,6054.393,1.119615,0.5289383
67.22,6054.775,1.119781,0.52915
67.23,6054.982,1.119948,0.52915
67.24,6054.862,1.120115,0.5293331
67.25,6054.679,1.120281,0.5293331
67.26,6055.093,1.120448,0.5295391
67.27,6055.411,1.120615,0.5295391
67.28,6055.649,1.120781,0.5295391
67.29,6055.673,1.120948,0.5295391
67.3,6056.039,1.121115,0.5297852
67.31,6055.832,1.121281,0.5300522
67.32,6055.903,1.121448,0.5300522
67.33,6056.174,1.121615,0.530302
67.34,6056.476,1.121781,0.5305176
67.35,6056.42,1.121948,0.5305176
67.36,6056.468,1.122115,0.5305176
67.37,6057.119,1.122281,0.5305176
67.38,6057.525,1.122448,0.5308399
67.39,6056.984,1.122615,0.5308399
67.4,6056.92,1.122781,0.5308399
67.41,6057.429,1.122948,0.5309486
67.42,6057.334,1.123115,0.5309486
67.43,6057.23,1.123281,0.5310326
67.44,6057.151,1.123458,0.5310326
67.45,6057.461,1.123625,0.5311317
67.46,6058.208,1.123792,0.5311317
67.47,6058.431,1.123958,0.5311317
67.48,6058.351,1.124125,0.5312767
67.49,6058.47,1.124292,0.5312767
67.5,6058.725,1.124458,0.5314808
67.51,6058.582,1.124625,0.5314808
67.52,6058.637,1.124792,0.5317097
67.53,6059.17,1.124958,0.5317097
67.54,6059.393,1.125125,0.5319366
67.55,6059.289,1.125292,0.5321808
67.56,6059.042,1.125458,0.5321808
67.57,6059.17,1.125625,0.5324764
67.58,6059.599,1.125792,0.5324764
67.59,6059.607,1.125958,0.5328197
67.6,6060.211,1.126125,0.5328197
67.61,6060.417,1.126292,0.5331936
67.62,6060.06,1.126458,0.5335884
67.63,6059.957,1.126625,0.5335884
67.64,6060.354,1.126792,0.5339851
67.65,6060.656,1.126958,0.5339851
67.66,6060.918,1.127125,0.5343113
67.67,6060.513,1.127281,0.5344868
67.68,6060.544,1.127448,0.5344868
67.69,6061.021,1.127615,0.5344868
67.7,6061.284,1.127781,0.5344963
67.71,6061.514,1.127948,0.5344963
67.72,6061.625,1.128115,0.5344009
67.73,6061.315,1.128281,0.5343208
67.74,6061.61,1.128448,0.5343208
67.75,6061.617,1.128615,0.5343685
67.76,6061.76,1.128781,0.5343685
67.77,6061.681,1.128958,0.5343685
67.78,6062.063,1.129125,0.534584
67.79,6062.508,1.129292,0.534584
67.8,6062.404,1.129458,0.534584
67.81,6062.555,1.129625,0.5349216
67.82,6063.096,1.129792,0.5352669
67.83,6063.207,1.129958,0.5352669
67.84,6063.557,1.130125,0.5352669
67.85,6063.548,1.130281,0.5355301
67.86,6063.35,1.130448,0.5357246
67.87,6063.422,1.130615,0.5357246
67.88,6063.366,1.130781,0.5359344
67.89,6063.414,1.130948,0.5359344
67.9,6063.191,1.131115,0.5362167
67.91,6063.398,1.131281,0.5365257
67.92,6063.739,1.131448,0.5365257
67.93,6064.057,1.131615,0.5368061
67.94,6064.129,1.131781,0.5368061
67.95,6064.447,1.131948,0.5370464
67.96,6064.534,1.132115,0.5370464
67.97,6064.717,1.132281,0.5375175
67.98,6064.741,1.132448,0.5375175
67.99,6064.939,1.132615,0.5375175
68,6065.281,1.132781,0.5375175
68.01,6065.567,1.132948,0.537756
68.02,6065.091,1.133115,0.537756
68.03,6064.868,1.133281,0.5379353
68.04,6065.003,1.133448,0.5379353
68.05,6065.162,1.133615,0.5379696
68.06,6065.536,1.133781,0.5379696
68.07,6065.408,1.133948,0.5379696
68.08,6065.806,1.134115,0.537817
68.09,6066.617,1.134281,0.5374947
68.1,6066.664,1.134448,0.5374947
68.11,6066.577,1.134615,0.5374947
68.12,6066.823,1.134781,0.5370617
68.13,6066.886,1.134948,0.5370617
68.14,6066.942,1.135115,0.5365887
68.15,6067.022,1.135281,0.5365887
68.16,6066.839,1.135448,0.5362148
68.17,6066.767,1.135615,0.5362148
68.18,6067.205,1.135781,0.5362148
68.19,6067.666,1.135948,0.5362148
68.2,6067.689,1.136115,0.5366688
68.21,6067.8,1.136281,0.5366688
68.22,6068.047,1.136448,0.5375137
68.23,6068.532,1.136615,0.5375137
68.24,6068.635,1.136781,0.5385132
68.25,6068.301,1.136948,0.5394402
68.26,6068.595,1.137115,0.5394402
68.27,6068.214,1.137281,0.5394402
68.28,6068.349,1.137448,0.5407639
68.29,6068.96,1.137615,0.5407639
68.3,6069.374,1.137781,0.5407639
68.31,6069.684,1.137938,0.5412083
68.32,6069.167,1.138104,0.5412083
68.33,6069.501,1.138271,0.5415993
68.34,6069.788,1.138438,0.5415993
68.35,6069.779,1.138604,0.5420284
68.36,6069.525,1.138771,0.542572
68.37,6069.652,1.138937,0.542572
68.38,6070.137,1.139104,0.5432606
68.39,6070.36,1.139271,0.5432606
68.4,6070.622,1.139448,0.5440369
68.41,6070.852,1.139615,0.5440369
68.42,6070.717,1.139781,0.5447712
68.43,6070.916,1.139948,0.5453281
68.44,6071.099,1.140115,0.5453281
68.45,6071.472,1.140281,0.5453281
68.46,6071.329,1.140448,0.5456352
68.47,6070.939,1.140615,0.5456352
68.48,6071.624,1.140781,0.5457039
68.49,6071.91,1.140948,0.5455704
68.5,6071.552,1.141115,0.5455704
68.51,6071.385,1.141281,0.5452557
68.52,6071.869,1.141448,0.5452557
68.53,6072.14,1.141615,0.5452557
68.54,6072.354,1.141781,0.5440979
68.55,6072.219,1.141948,0.5440979
68.56,6072.362,1.142115,0.5433998
68.57,6072.203,1.142281,0.5433998
68.58,6072.736,1.142448,0.5433998
68.59,6072.99,1.142615,0.5428085
68.6,6072.911,1.142781,0.5424538
68.61,6073.189,1.142948,0.5424538
68.62,6073.276,1.143115,0.5424538
68.63,6073.379,1.143281,0.5423508
68.64,6073.737,1.143448,0.5423508
68.65,6073.705,1.143615,0.5424118
68.66,6073.721,1.143781,0.5424118
68.67,6074.055,1.143948,0.5424976
68.68,6074.238,1.144115,0.5425549
68.69,6074.031,1.144292,0.5425549
68.7,6074.143,1.144458,0.5426769
68.71,6074.635,1.144625,0.5426769
68.72,6075.12,1.144792,0.5426769
68.73,6074.778,1.144958,0.5430145
68.74,6074.762,1.145125,0.5436058
68.75,6075.136,1.145292,0.5436058
68.76,6074.969,1.145458,0.5436058
68.77,6075.549,1.145625,0.5450134
68.78,6075.684,1.145792,0.5450134
68.79,6075.66,1.145958,0.5450134
68.8,6075.716,1.146125,0.5450134
68.81,6075.898,1.146292,0.5455399
68.82,6075.525,1.146458,0.5455399
68.83,6075.931,1.146625,0.5458622
68.84,6076.336,1.146792,0.5458622
68.85,6076.352,1.146958,0.5459881
68.86,6076.185,1.147125,0.5459728
68.87,6076.36,1.147292,0.5459728
68.88,6076.455,1.147448,0.5459728
68.89,6076.9,1.147615,0.5459194
68.9,6077.083,1.147781,0.5459194
68.91,6077.123,1.147948,0.5458851
68.92,6076.821,1.148115,0.5458851
68.93,6076.893,1.148281,0.5458851
68.94,6077.25,1.148448,0.5457592
68.95,6077.552,1.148615,0.5457592
68.96,6077.6,1.148781,0.5457592
68.97,6077.973,1.148948,0.5457592
68.98,6078.395,1.149115,0.5456486
68.99,6078.013,1.149281,0.5456486
69,6078.1,1.149448,0.5456486
69.01,6078.068,1.149615,0.5456486
69.02,6078.259,1.149781,0.5458965
69.03,6078.371,1.149948,0.5458965
69.04,6078.378,1.150115,0.5458965
69.05,6078.466,1.150281,0.5458965
69.06,6078.744,1.150448,0.5464001
69.07,6079.181,1.150615,0.5464001
69.08,6079.141,1.150781,0.5464001
69.09,6079.157,1.150948,0.5475597
69.1,6079.133,1.151115,0.5475597
69.11,6079.841,1.151281,0.5475597
69.12,6079.976,1.151448,0.5478859
69.13,6079.833,1.151615,0.5478859
69.14,6079.809,1.151781,0.547924
69.15,6079.801,1.151948,0.547924
69.16,6080.262,1.152115,0.5476933
69.17,6080.19,1.152281,0.5473614
69.18,6080.238,1.152448,0.5473614
69.19,6080.493,1.152615,0.5473614
69.2,6080.731,1.152781,0.5472984
69.21,6080.905,1.152948,0.5472984
69.22,6081.152,1.153115,0.5479603
69.23,6081.184,1.153281,0.5479603
69.24,6081.454,1.153448,0.5495968
69.25,6081.605,1.153615,0.5495968
69.26,6081.191,1.153781,0.5495968
69.27,6081.287,1.153948,0.5519638
69.28,6081.486,1.154115,0.5519638
69.29,6081.637,1.154281,0.5519638
69.3,6081.732,1.154448,0.5562134
69.31,6082.249,1.154615,0.5562134
69.32,6082.686,1.154781,0.5562134
69.33,6082.511,1.154948,0.5570889
69.34,6082.75,1.155115,0.5571461
69.35,6082.916,1.155281,0.5571461
69.36,6082.717,1.155448,0.5567093
69.37,6083.29,1.155615,0.5567093
69.38,6083.521,1.155781,0.556076
69.39,6083.091,1.155948,0.556076
69.4,6083.146,1.156115,0.5554638
69.41,6083.497,1.156281,0.5554638
69.42,6083.91,1.156448,0.5550232
69.43,6084.236,1.156615,0.5550232
69.44,6083.934,1.156781,0.5548077
69.45,6083.941,1.156948,0.5548077
69.46,6084.029,1.157115,0.5547523
69.47,6084.498,1.157281,0.5547523
69.48,6084.736,1.157448,0.5547523
69.49,6084.498,1.157615,0.5547218
69.5,6084.514,1.157781,0.5547218
69.51,6084.832,1.157948,0.5546436
69.52,6084.736,1.158115,0.5546436
69.53,6084.895,1.158281,0.5545311
69.54,6085.253,1.158448,0.5545311
69.55,6085.324,1.158604,0.5543652
69.56,6085.809,1.158771,0.5541039
69.57,6085.729,1.158937,0.5541039
69.58,6085.619,1.159104,0.5537472
69.59,6085.888,1.159271,0.5534077
69.6,6085.984,1.159438,0.5534077
69.61,6085.579,1.159604,0.5534077
69.62,6085.777,1.159771,0.5532341
69.63,6086.048,1.159938,0.5532341
69.64,6086.517,1.160115,0.5532341
69.65,6086.357,1.160281,0.5532742
69.66,6086.564,1.160448,0.5532742
69.67,6086.66,1.160615,0.5532742
69.68,6086.802,1.160781,0.5537281
69.69,6086.969,1.160948,0.5537281
69.7,6087.057,1.161115,0.5537281
69.71,6087.121,1.161281,0.5540543
69.72,6087.351,1.161448,0.5540543
69.73,6087.661,1.161615,0.5543728
69.74,6088.074,1.161781,0.5543728
69.75,6088.066,1.161948,0.5543728
69.76,6087.724,1.162115,0.5545406
69.77,6088.305,1.162281,0.5545406
69.78,6088.4,1.162448,0.5545406
69.79,6088.408,1.162615,0.5545406
69.8,6088.479,1.162781,0.5541115
69.81,6088.527,1.162948,0.5541115
69.82,6089.083,1.163115,0.5537796
69.83,6089.052,1.163281,0.5537796
69.84,6089.306,1.163448,0.5537796
69.85,6089.274,1.163615,0.5536652
69.86,6089.226,1.163781,0.5536652
69.87,6089.568,1.163948,0.5538864
69.88,6089.584,1.164115,0.5538864
69.89,6089.679,1.164281,0.5544338
69.9,6089.735,1.164458,0.5552254
69.91,6089.719,1.164625,0.5552254
69.92,6089.997,1.164792,0.5561657
69.93,6090.22,1.164958,0.5561657
69.94,6090.522,1.165125,0.5571537
69.95,6090.999,1.165292,0.5571537
69.96,6090.769,1.165458,0.5580597
69.97,6090.927,1.165625,0.5580597
69.98,6090.959,1.165792,0.558712
69.99,6091.07,1.165958,0.558712
70,6091.237,1.166125,0.5589523
70.01,6091.412,1.166292,0.5589523
70.02,6091.777,1.166458,0.5587635
70.03,6091.762,1.166625,0.5587635
70.04,6091.69,1.166792,0.5582886
70.05,6091.825,1.166958,0.5582886
70.06,6092.318,1.167125,0.5577583
70.07,6092.104,1.167292,0.5573483
70.08,6091.944,1.167458,0.5573483
70.09,6092.104,1.167625,0.5571022
70.1,6092.095,1.167792,0.5571022
70.11,6092.421,1.167958,0.5571022
70.12,6092.85,1.168125,0.5571022
70.13,6092.715,1.168292,0.5569
70.14,6092.667,1.168458,0.5569
70.15,6092.763,1.168625,0.5569
70.16,6093.184,1.168781,0.5569
70.17,6093.264,1.168948,0.5568657
70.18,6093.565,1.169115,0.5568657
70.19,6093.367,1.169281,0.5568657
70.2,6093.446,1.169448,0.557169
70.21,6093.518,1.169615,0.557169
70.22,6093.82,1.169781,0.557169
70.23,6094.019,1.169948,0.5575771
70.24,6094.217,1.170115,0.5580502
70.25,6094.281,1.170281,0.5580502
70.26,6094.432,1.170448,0.5584793
70.27,6094.543,1.170615,0.5584793
70.28,6094.567,1.170781,0.5588474
70.29,6094.79,1.170948,0.5588474
70.3,6095.155,1.171115,0.5592098
70.31,6094.972,1.171281,0.5596371
70.32,6094.98,1.171448,0.5596371
70.33,6095.219,1.171615,0.5601521
70.34,6095.29,1.171781,0.5601521
70.35,6095.37,1.171948,0.56073
70.36,6095.544,1.172115,0.5613346
70.37,6095.735,1.172281,0.5613346
70.38,6095.831,1.172448,0.5613346
70.39,6096.021,1.172615,0.5619049
70.4,6095.974,1.172781,0.5619049
70.41,6095.632,1.172948,0.5623684
70.42,6095.767,1.173115,0.5626602
70.43,6096.371,1.173281,0.5626602
70.44,6096.8,1.173448,0.5626602
70.45,6096.848,1.173615,0.5627728
70.46,6097.086,1.173781,0.5627823
70.47,6097.063,1.173948,0.5627823
70.48,6097.404,1.174104,0.5627937
70.49,6097.142,1.174281,0.5627937
70.5,6097.07,1.174448,0.5628891
70.51,6097.356,1.174615,0.5628891
70.52,6097.563,1.174781,0.5631123
70.53,6097.738,1.174948,0.5631123
70.54,6097.531,1.175115,0.563467
70.55,6097.73,1.175281,0.563467
70.56,6098.088,1.175448,0.5639
70.57,6098.262,1.175615,0.5639
70.58,6097.865,1.175781,0.5643406
70.59,6097.992,1.175948,0.5643406
70.6,6098.461,1.176115,0.5647392
70.61,6098.922,1.176281,0.5651035
70.62,6099.089,1.176448,0.5651035
70.63,6098.954,1.176615,0.5651035
70.64,6099.598,1.176781,0.5654964
70.65,6099.295,1.176948,0.5654964
70.66,6099.804,1.177115,0.5659637
70.67,6099.685,1.177281,0.5664806
70.68,6099.272,1.177448,0.5664806
70.69,6099.391,1.177615,0.5669193
70.7,6099.749,1.177781,0.5669193
70.71,6099.979,1.177948,0.5671368
70.72,6099.971,1.178115,0.5671368
70.73,6100.193,1.178281,0.5671368
70.74,6100.114,1.178448,0.5670586
70.75,6100.535,1.178615,0.5667496
70.76,6100.535,1.178781,0.5667496
70.77,6100.591,1.178937,0.5667496
70.78,6100.925,1.179104,0.5663719
70.79,6100.997,1.179271,0.5663719
70.8,6101.267,1.179438,0.5660572
70.81,6101.267,1.179604,0.5657883
70.82,6100.917,1.179771,0.5657883
70.83,6101.505,1.179937,0.565424
70.84,6101.505,1.180104,0.565424
70.85,6101.791,1.180271,0.565424
70.86,6101.926,1.180437,0.5649014
70.87,6101.855,1.180604,0.5644112
70.88,6102.014,1.180771,0.5644112
70.89,6102.713,1.180948,0.5644112
70.9,6102.387,1.181104,0.5642872
70.91,6102.506,1.181281,0.5642872
70.92,6102.729,1.181448,0.5647087
70.93,6103.214,1.181615,0.5647087
70.94,6103.396,1.181781,0.5655518
70.95,6103.245,1.181948,0.5655518
70.96,6103.269,1.182115,0.566515
70.97,6103.436,1.182281,0.5673599
70.98,6103.333,1.182448,0.5673599
70.99,6103.793,1.182615,0.5673599
71,6103.953,1.182781,0.5680046
71.01,6104.287,1.182948,0.5680046
71.02,6104.311,1.183115,0.5684624
71.03,6104.461,1.183281,0.5684624
71.04,6104.374,1.183448,0.5684624
71.05,6104.39,1.183615,0.5687656
71.06,6104.438,1.183781,0.5687656
71.07,6104.89,1.183948,0.5687656
71.08,6104.438,1.184115,0.5690536
71.09,6104.588,1.184281,0.5690536
71.1,6104.954,1.184448,0.5690536
71.11,6105.073,1.184615,0.5691013
71.12,6105.01,1.184781,0.5691013
71.13,6104.922,1.184948,0.5691242
71.14,6104.851,1.185115,0.5691242
71.15,6105.59,1.185281,0.5691586
71.16,6105.486,1.185448,0.5691586
71.17,6105.574,1.185625,0.5692921
71.18,6105.932,1.185792,0.5692921
71.19,6106.559,1.185958,0.5699558
71.2,6106.528,1.186125,0.5699558
71.21,6106.051,1.186292,0.5699558
71.22,6106.424,1.186458,0.5702877
71.23,6106.726,1.186625,0.5702877
71.24,6106.798,1.186792,0.5704994
71.25,6106.941,1.186958,0.5704994
71.26,6106.862,1.187125,0.5704994
71.27,6107.283,1.187292,0.570858
71.28,6107.616,1.187458,0.570858
71.29,6107.744,1.187625,0.570858
71.3,6107.887,1.187792,0.5712242
71.31,6107.95,1.187958,0.5712242
71.32,6107.815,1.188125,0.5716839
71.33,6107.728,1.188292,0.5716839
71.34,6108.173,1.188458,0.5716839
71.35,6108.26,1.188625,0.5720787
71.36,6108.03,1.188792,0.5720787
71.37,6108.221,1.188958,0.5720787
71.38,6108.276,1.189125,0.5721474
71.39,6108.133,1.189292,0.5721474
71.4,6108.729,1.189448,0.5721474
71.41,6108.729,1.189615,0.5718212
71.42,6108.65,1.189781,0.5718212
71.43,6109.095,1.189948,0.5714264
71.44,6109.381,1.190115,0.5714264
71.45,6109.253,1.190281,0.5714264
71.46,6109.15,1.190448,0.5710659
71.47,6109.762,1.190615,0.5710659
71.48,6109.754,1.190781,0.5710659
71.49,6109.548,1.190948,0.5710659
71.5,6109.747,1.191115,0.5712795
71.51,6109.937,1.191281,0.5712795
71.52,6109.929,1.191448,0.5717258
71.53,6110.136,1.191615,0.5722771
71.54,6110.064,1.191781,0.5722771
71.55,6110.239,1.191948,0.5727825
71.56,6110.636,1.192115,0.5731602
71.57,6110.462,1.192281,0.5731602
71.58,6110.573,1.192448,0.5731602
71.59,6111.074,1.192615,0.5734196
71.6,6111.359,1.192781,0.5734196
71.61,6111.455,1.192948,0.5734196
71.62,6111.185,1.193115,0.5736332
71.63,6111.328,1.193281,0.5738544
71.64,6111.559,1.193448,0.5738544
71.65,6111.566,1.193615,0.57411
71.66,6111.439,1.193781,0.5743904
71.67,6111.359,1.193948,0.5743904
71.68,6111.836,1.194115,0.5743904
71.69,6111.852,1.194281,0.5746441
71.7,6112.075,1.194448,0.5746441
71.71,6112.194,1.194615,0.5748253
71.72,6112.281,1.194781,0.5748253
71.73,6112.655,1.194948,0.5749207
71.74,6112.687,1.195115,0.5749207
71.75,6112.727,1.195281,0.5749207
71.76,6112.727,1.195448,0.5750504
71.77,6112.965,1.195615,0.5750504
71.78,6113.505,1.195781,0.5750504
71.79,6113.633,1.195948,0.5752106
71.8,6113.458,1.196115,0.5752106
71.81,6113.752,1.196281,0.5754662
71.82,6114.276,1.196448,0.5754662
71.83,6114.221,1.196615,0.5758305
71.84,6114.276,1.196781,0.5758305
71.85,6114.236,1.196948,0.5763054
71.86,6114.388,1.197115,0.5768604
71.87,6114.65,1.197281,0.5773869
71.88,6114.125,1.197448,0.5773869
71.89,6114.364,1.197615,0.5773869
71.9,6114.706,1.197781,0.5777779
71.91,6115.222,1.197948,0.5777779
71.92,6115.27,1.198115,0.5779762
71.93,6115.293,1.198281,0.5779762
71.94,6115.58,1.198448,0.5780163
71.95,6115.278,1.198615,0.5780163
71.96,6116.041,1.198781,0.5779667
71.97,6115.818,1.198948,0.5778599
71.98,6115.635,1.199115,0.5778599
71.99,6116.191,1.199281,0.5778599
72,6116.549,1.199448,0.5777245
72.01,6116.208,1.199615,0.5777245
72.02,6116.223,1.199781,0.5776157
72.03,6116.406,1.199948,0.577652
72.04,6116.771,1.200115,0.577652
72.05,6116.732,1.200281,0.577898
72.06,6116.422,1.200438,0.577898
72.07,6116.406,1.200604,0.5783157
72.08,6116.661,1.200771,0.5783157
72.09,6117.09,1.200938,0.5787811
72.1,6117.137,1.201104,0.5787811
72.11,6117.153,1.201271,0.5787811
72.12,6117.535,1.201448,0.5787811
72.13,6117.304,1.201615,0.5792065
72.14,6117.813,1.201781,0.5795498
72.15,6117.535,1.201948,0.5795498
72.16,6117.9,1.202115,0.5798206
72.17,6118.313,1.202281,0.5798206
72.18,6118.258,1.202448,0.5798206
72.19,6117.876,1.202615,0.5800438
72.2,6117.869,1.202781,0.5800438
72.21,6118.146,1.202948,0.5800438
72.22,6118.433,1.203115,0.580267
72.23,6118.814,1.203281,0.5805473
72.24,6118.973,1.203448,0.5805473
72.25,6119.212,1.203615,0.5805473
72.26,6119.498,1.203781,0.5808792
72.27,6119.688,1.203948,0.5808792
72.28,6119.466,1.204115,0.5808792
72.29,6119.958,1.204281,0.5814323
72.3,6120.094,1.204448,0.5814323
72.31,6120.086,1.204615,0.5814323
72.32,6119.879,1.204781,0.5815144
72.33,6120.07,1.204948,0.5814629
72.34,6120.3,1.205115,0.5814629
72.35,6120.626,1.205281,0.5814629
72.36,6120.753,1.205448,0.5813141
72.37,6120.419,1.205615,0.5811501
72.38,6120.697,1.205781,0.5811501
72.39,6121.087,1.205948,0.5810642
72.4,6121.174,1.206115,0.5810642
72.41,6120.92,1.206281,0.5811348
72.42,6121.103,1.206448,0.5813885
72.43,6121.5,1.206615,0.5813885
72.44,6121.246,1.206792,0.5813885
72.45,6121.389,1.206958,0.5813885
72.46,6121.524,1.207125,0.5813885
72.47,6121.787,1.207292,0.5823593
72.48,6121.93,1.207458,0.5829487
72.49,6122.176,1.207625,0.5829487
72.5,6122.518,1.207792,0.5829487
72.51,6122.041,1.207958,0.5834446
72.52,6122.287,1.208125,0.5834446
72.53,6122.502,1.208292,0.5834446
72.54,6122.629,1.208458,0.5837364
72.55,6122.652,1.208625,0.5838203
72.56,6122.788,1.208792,0.5838203
72.57,6123.32,1.208958,0.5838203
72.58,6123.304,1.209125,0.5838242
72.59,6123.408,1.209292,0.5838566
72.6,6123.432,1.209458,0.5838566
72.61,6123.623,1.209625,0.5839691
72.62,6123.503,1.209792,0.5839691
72.63,6123.876,1.209958,0.584156
72.64,6123.885,1.210125,0.584156
72.65,6124.338,1.210292,0.5843639
72.66,6124.083,1.210448,0.5845337
72.67,6124.052,1.210615,0.5845337
72.68,6124.123,1.210781,0.5846214
72.69,6124.33,1.210948,0.5846672
72.7,6124.385,1.211115,0.5846672
72.71,6124.321,1.211281,0.5847588
72.72,6124.536,1.211448,0.5847588
72.73,6124.583,1.211615,0.5847588
72.74,6124.647,1.211781,0.5849476
72.75,6124.735,1.211948,0.5849476
72.76,6124.91,1.212115,0.5849476
72.77,6125.402,1.212281,0.5852013
72.78,6125.641,1.212448,0.5852013
72.79,6125.983,1.212615,0.5852013
72.8,6126.197,1.212781,0.5857296
72.81,6126.166,1.212958,0.5857296
72.82,6126.086,1.213125,0.5857296
72.83,6125.983,1.213281,0.5859737
72.84,6126.157,1.213458,0.5859737
72.85,6126.078,1.213625,0.5859737
72.86,6126.603,1.213781,0.5862198
72.87,6126.618,1.213948,0.586483
72.88,6126.865,1.214115,0.586483
72.89,6126.896,1.214281,0.5869675
72.9,6127.04,1.214448,0.5869675
72.91,6126.944,1.214615,0.5869675
72.92,6127.032,1.214781,0.5869675
72.93,6127.127,1.214948,0.5870934
72.94,6127.421,1.215115,0.5870934
72.95,6127.294,1.215281,0.5871201
72.96,6127.675,1.215448,0.5871201
72.97,6127.802,1.215615,0.5871201
72.98,6127.882,1.215781,0.5871201
72.99,6128.073,1.215948,0.5871944
73,6127.842,1.216115,0.5871944
73.01,6128.208,1.216281,0.5874252
73.02,6128.462,1.216448,0.5874252
73.03,6128.685,1.216615,0.5877934
73.04,6128.43,1.216781,0.5877934
73.05,6129.011,1.216948,0.5881939
73.06,6128.589,1.217115,0.5885277
73.07,6128.812,1.217281,0.5885277
73.08,6129.217,1.217448,0.5885277
73.09,6129.273,1.217615,0.5887642
73.1,6129.384,1.217781,0.5889664
73.11,6129.487,1.217948,0.5889664
73.12,6129.543,1.218115,0.5889664
73.13,6129.805,1.218281,0.5892181
73.14,6130.004,1.218448,0.5892181
73.15,6129.686,1.218615,0.5892181
73.16,6129.9,1.218781,0.5892181
73.17,6130.767,1.218948,0.5895596
73.18,6131.037,1.219115,0.5899906
73.19,6131.005,1.219281,0.5899906
73.2,6131.228,1.219448,0.5905132
73.21,6130.854,1.219615,0.5905132
73.22,6130.457,1.219781,0.591095
73.23,6130.966,1.219948,0.591095
73.24,6131.466,1.220115,0.5916176
73.25,6131.411,1.220281,0.5916176
73.26,6131.212,1.220448,0.5919514
73.27,6131.18,1.220615,0.5920925
73.28,6131.339,1.220771,0.5920925
73.29,6131.585,1.220937,0.5920925
73.3,6131.276,1.221104,0.5921612
73.31,6131.506,1.221271,0.5921612
73.32,6131.585,1.221448,0.5922699
73.33,6131.633,1.221604,0.5924759
73.34,6131.935,1.221771,0.5924759
73.35,6131.76,1.221938,0.5924759
73.36,6131.855,1.222104,0.5924759
73.37,6132.229,1.222271,0.5927677
73.38,6132.619,1.222448,0.5930996
73.39,6132.738,1.222615,0.5930996
73.4,6132.642,1.222781,0.5934429
73.41,6132.921,1.222948,0.5934429
73.42,6133.318,1.223115,0.5937805
73.43,6133.875,1.223281,0.5940742
73.44,6133.318,1.223448,0.5940742
73.45,6133.183,1.223615,0.5940742
73.46,6133.5,1.223781,0.5942192
73.47,6133.286,1.223948,0.5941029
73.48,6133.708,1.224115,0.5941029
73.49,6134.192,1.224281,0.5941029
73.5,6134.311,1.224448,0.5937691
73.51,6134.351,1.224615,0.5937691
73.52,6134.645,1.224781,0.5934238
73.53,6134.804,1.224948,0.5934238
73.54,6134.494,1.225115,0.5934238
73.55,6134.669,1.225281,0.5932732
73.56,6134.916,1.225448,0.5932732
73.57,6134.963,1.225615,0.5933933
73.58,6134.939,1.225781,0.5933933
73.59,6135.162,1.225948,0.59375
73.6,6135.408,1.226115,0.5942841
73.61,6135.726,1.226281,0.5942841
73.62,6135.933,1.226448,0.5948906
73.63,6135.281,1.226615,0.5948906
73.64,6135.098,1.226792,0.5954132
73.65,6135.345,1.226948,0.5954132
73.66,6135.694,1.227115,0.5954132
73.67,6135.837,1.227292,0.5955429
73.68,6135.94,1.227458,0.5955429
73.69,6136.767,1.227625,0.5955429
73.7,6136.814,1.227792,0.5950603
73.71,6136.878,1.227958,0.5950603
73.72,6136.91,1.228125,0.5944366
73.73,6136.847,1.228292,0.5944366
73.74,6136.783,1.228458,0.5940247
73.75,6137.061,1.228635,0.5940247
73.76,6136.998,1.228802,0.5941105
73.77,6137.141,1.228969,0.5947514
73.78,6137.499,1.229135,0.5947514
73.79,6137.625,1.229302,0.5947514
73.8,6137.752,1.229458,0.5957623
73.81,6137.84,1.229635,0.5968666
73.82,6137.84,1.229792,0.5968666
73.83,6138.173,1.229958,0.5978203
73.84,6138.619,1.230125,0.5978203
73.85,6138.19,1.230292,0.5984364
73.86,6138.316,1.230458,0.5984364
73.87,6138.229,1.230625,0.5986347
73.88,6138.468,1.230792,0.5986347
73.89,6138.825,1.230958,0.5984898
73.9,6138.857,1.231125,0.5984898
73.91,6138.897,1.231292,0.5984898
73.92,6138.714,1.231448,0.5982265
73.93,6138.977,1.231615,0.5980663
73.94,6139.151,1.231781,0.5980663
73.95,6138.81,1.231948,0.5980835
73.96,6138.841,1.232115,0.5981865
73.97,6139.318,1.232281,0.5981865
73.98,6139.525,1.232448,0.5981865
73.99,6139.477,1.232615,0.5982227
74,6139.533,1.232781,0.5982227
74.01,6140.073,1.232948,0.598135
